"site_no","link","hyd_w","hyd_e","hyd_s","hyd_n","geo_w","geo_e","geo_s","geo_n","dirname","agency_cd","site_name","lat","lon","area_sqmi","area_sqkm","county_cd","state","HUC2","HUC4","HUC6","HUC8","ecol3","ecol4","rfc"
"072632971",22846055,10767,10780,5505,5519,2692,2695,1377,1380,"/Users/karsten/Desktop/TEST_CALIB/DOMAIN","USGS","Yount Creek near Martindale AR",34.8897,-92.6467,2.5,6.47498,119,"AR","11","1111","111102","11110207",36,"26d"
